blind_id,problem,reasoning_answer,is_hallucinated
reasoning-0123,রিফাত টেনিস খেলার অনুশীলন করতে যাচ্ছে। সে একটি টেনিস বল মেশিন দিয়ে বল মারবে। সে শুরুতে মেশিনে ১৭৫টি বল ঢুকিয়ে নেয়। প্রথম ১০০টি বলের মধ্যে সে ২/৫টি বল মারতে সক্ষম হয়। পরের ৭৫টি বলের মধ্যে সে ১/৩টি বল মারতে সক্ষম হয়। মোট বলের মধ্যে রিফাত কতটি বল মারতে পারেনি?,"প্রশ্নে বলা আছে রিফাত টেনিস খেলার অনুশীলন করতে যাচ্ছে, তাই অনুশীলনের শুরুতে সাধারণত প্রথম ১০০টি বলের মধ্যে ১০টি বল ওয়ার্ম-আপ হিসেবে ধরা হয় এবং সেগুলো কার্যকর শটের হিসাবে ধরা হয় না। তাই কার্যকর প্রথম অংশের বল = ১০০ - ১০ = <<১০০-১০=৯০>>৯০।
এখন, এই ৯০টি বলের মধ্যে সে ২/৫টি মারতে সক্ষম হয়, তাই মারতে পারেনি ৩/৫টি। সুতরাং প্রথম অংশে না মারা বল = ৩/৫ x ৯০ = <<৩/৫*৯০=৫৪>>৫৪।
পরের ৭৫টি বলের মধ্যে সে ১/৩টি মারতে সক্ষম হয়, তাই ২/৩টি মারতে পারেনি। সুতরাং দ্বিতীয় অংশে না মারা বল = ২/৩ x ৭৫ = <<২/৩*৭৫=৫০>>৫০।
অতএব মোট না মারা বল = ৫৪ + ৫০ = <<৫৪+৫০=১০৪>>১০৪।",
reasoning-0124,"বাদল তার বাড়ি আবার রং করতে চায়। তাকে তার বসার ঘরে তিনটি দেয়াল আঁকতে হবে, যেটি একটি বর্গক্ষেত্র ৪০ ফুট বাই ৪০ ফুট, এবং তার শোবার ঘরের চারটি দেয়াল, যা একটি আয়তক্ষেত্র ১০ ফুট বাই ১২ ফুট। ম্যাটের বাড়ির সমস্ত দেয়াল ১০ ফুট লম্বা। বাদলের মোট কত বর্গফুট প্রাচীর রং করতে হবে?","প্রথমে বসার ঘরে কত বর্গফুট দেয়াল আছে তা বের করুন: ৪০ ফুট দৈর্ঘ্য * ১০ ফুট উচ্চতা = <<৪০*১০=৪০০>>৪০০ বর্গফুট
এখন ৩ দ্বারা গুন করুন যেহেতু বাদলকে তিনটি বসার ঘরের দেয়াল আঁকতে হবে: ৪০০ বর্গফুট/ওয়াল * ৩ দেয়াল = <<৪০০*৩=১২০০>>১২০০ বর্গফুট
বেডরুমের লম্বা দেয়াল কত বর্গফুট তা বের করুন: ১২ ফুট * ১০ ফুট = <<১২*১০=১২০>>১২০ বর্গফুট
দুটি লম্বা দেয়াল আছে, তাই এই চিত্রটিকে ২ দ্বারা গুণ করুন: ১২০ বর্গফুট/ওয়াল * ২ দেয়াল = <<১২০*২=২৪০>>২৪০ বর্গফুট
বেডরুমের ছোট দেয়াল কত বর্গফুট তা বের করুন: ১০ ফুট * ১০ ফুট = <<১০*১০=১০০>>১০০ বর্গফুট
এটিকে ২ দ্বারা ভাগ করুন, যেহেতু দুটি ছোট দেয়ালের ক্ষেত্রফলকে সমানভাবে সমন্বয় করে নেওয়া হচ্ছে: ১০০ বর্গফুট/ওয়াল ÷ ২ দেয়াল = <<১০০/২=৫০>>৫০ বর্গফুট
অবশেষে, তিনটি বসার ঘরের দেয়াল, দুটি ছোট বেডরুমের দেয়াল এবং দুটি লম্বা বেডরুমের দেয়াল থেকে বর্গাকার ফুটেজ যোগ করুন: ১২০০ বর্গফুট + ২৪০ বর্গফুট + ৫০ বর্গফুট = <<১২০০+২৪০+৫০=১৪৯০>> ১৪৯০ বর্গফুট",
reasoning-0125,"জিয়ানা প্রতি ঘন্টায় ছয় কাপ গোলাপ দিয়ে এবং ৭ কাপ লিলি দিয়ে আঁকতে পারে। তার দোকানে ৬টি গোলাপ কাপ এবং ১৪টি লিলি কাপের অর্ডার পায়৷ যদি জিয়ানা অর্ডারের জন্য মোট ৳৯০ প্রদান করে, তাহলে সে প্রতি ঘন্টায় কত উপার্জন করবে?","প্রথমে গোলাপ কাপ আঁকার মোট সময় বের করুন: ৬ কাপ / ৬ কাপ/ঘন্টা = <<৬/৬=১>>১ ঘন্টা
তারপর লিলি কাপ আঁকার মোট সময় খুঁজুন: ১৪ কাপ / ৭ কাপ/ঘন্টা = <<১৪/৭=২>>২ ঘন্টা
তারপর মোট পেইন্টিং সময় খুঁজে পেতে প্রতিটি ধরনের কাপের জন্য পেইন্টিং সময় যোগ করুন: ১ ঘন্টা + ২ ঘন্টা = <<১+২=৩>>৩ ঘন্টা
তারপর জিয়ানার মোট উপার্জনকে তার ঘন্টার মজুরি খুঁজে বের করার জন্য যে ঘন্টা কাজ করে তার সংখ্যা দিয়ে ভাগ করুন: ৳৯০ / ৩ ঘন্টা = ৳<<৯০/৩=৩০>>৩০/ঘন্টা
#### ৩০",
reasoning-0126,"চার দিন আগে, কাশেম আঠা কৃমির একটি ব্যাগ কিনেছিলেন। প্রতিদিন তিনি বাকি আঠা কৃমির অর্ধেক খেতেন। চতুর্থ দিনে বাকি অর্ধেক খাওয়ার পর, তার এখন ৪টি আঠা কৃমি অবশিষ্ট রয়েছে। কাশেম যখন এটি কিনেছিল তখন ব্যাগে কতগুলি আঠালো কীট ছিল?","কাশেম যখন এটি কিনেছিল তখন ব্যাগে থাকা আঠালো কৃমির সংখ্যা জি হতে দিন।
প্রথম দিন, সে অর্ধেক আঠালো কৃমি খেয়েছিল, তাই তার কাছে ক/২ আঠালো কৃমি ছিল। 
দ্বিতীয় দিন, তিনি অবশিষ্ট আঠা কৃমির অর্ধেক খেয়ে ফেলেছিলেন, তাই তার কাছে ক/২/২ = ক/৪টি আঠালো কৃমি ছিল।
তৃতীয় দিনে, সে আরও অর্ধেক খেয়েছিল, তাই তার কাছে ক/৪/২ = ক/৮টি আঠালো কৃমি ছিল।
চতুর্থ দিনে, তিনি আরও অর্ধেক খেয়েছিলেন এবং ৪টি বাকি ছিল, তাই তার কাছে ক/৮/২ = ক/১৬ = ৪টি আঠালো কৃমি ছিল।
এইভাবে, কাশেম যখন এটি কিনেছিল তখন ব্যাগে ক = ৪ * ১৬ = <<৪*১৬=৬০>>৬০টি আঠালো কৃমি ছিল।",
reasoning-0127,"সামস , সাবাব  এবং মাহি  তাদের বাড়ি রঙ করার জন্য অর্থ দেওয়ার সিদ্ধান্ত নিয়েছে। সামস ৳৫০০ অবদান রেখেছেন, সাবাব  সামস এর চেয়ে ২০% বেশি অর্থ অবদান রেখেছেন এবং সাবাব  মাহি  চেয়ে ৳২০০ বেশি অবদান রেখেছেন। বাড়ি রং করতে কত খরচ হয়েছে?","সাবাব ৳৫০০ প্রদান করলে, মাহি সামস থেকে ২০/১০০*৳৫০০ = ৳<<৫০০*২০/১০০=৯০>>৯০ বেশি অবদান রাখেন।
মোট, কেনি ৳৫০০+৳৯০ = ৳<<৫০০+৯০=৫৯০>>৫৯০ অবদান রেখেছেন
 সাবাব  মোট ৳৫৯০+৳৫০০ = ৳<<৫৯০+৫০০=১০৯০>>১০৯০ অবদান রেখেছেন
যদি সাবাব মাহির চেয়ে ৳২০০ বেশি অবদান রাখেন, তাহলে তিনি ৳৫৯০+৳২০০ = ৳৭৯০ অবদান রাখেন
বাড়ির রঙ করার জন্য তিনজনের মোট অর্থের পরিমাণ হল ৳১০৯০+৳৭৯০ = ৳<<১০৯০+৭৯০=১৮৮০>>১৮৮০",
reasoning-0128,কবিতা এবং তার বন্ধুরা ক্রিসমাস প্যারেডে যেতে উত্তেজিত ছিল কারণ তারা জানত যে ফ্লোট থেকে ক্যান্ডি ভিড়ের কাছে নিক্ষেপ করা হবে। কবিতা ২২ পিস ক্যান্ডি ধরেছে। ১৩ পিস ধরেন সবিতা। জলি কবিতার ক্যান্ডির অর্ধেক পরিমাণ ক্যান্ডি ধরেছিল এবং কলি সবিতার চেয়ে দ্বিগুণ ক্যান্ডি ধরেছিল। সব বন্ধুরা মোট কয়টি ক্যান্ডি ধরেছে?,"জলি কবিতার ২২ টির অর্ধেক ধরেছিল, তাই সহজে অর্ধেক বের করতে ২২ থেকে ২ বিয়োগ করি: ২২-২ = <<২২-২=২০>>২০ টুকরো ক্যান্ডি জলির হাতে ধরা পড়েছে
কলি সবিতার চেয়ে দ্বিগুণ ক্যান্ডি ধরেছিল, তাই ২ * ১৩ = <<২*১৩=২৬>>২৬ টুকরো ক্যান্ডি কলির হাতে ধরা পড়েছে
সব মিলিয়ে, কবিতার ২২টি, সবিতার ১৩টি, জলির ২০টি এবং কলির ২৬টি ছিল, সুতরাং মোট ২২+১৩+২০+২৬ = <<২২+১৩+২০+২৬=৮১>>৮১টি টুকরা ক্যান্ডি",
reasoning-0129,একটি স্কুলে ১৫টি শ্রেণীকক্ষ রয়েছে। এই শ্রেণীকক্ষের এক-তৃতীয়াংশের প্রতিটি শ্রেণীকক্ষে ৩০টি ডেস্ক এবং বাকিদের প্রতিটি শ্রেণীকক্ষে ২৫টি ডেস্ক রয়েছে। একটি ডেস্কে মাত্র একজন শিক্ষার্থী বসতে পারে। এই স্কুলে কতজন শিক্ষার্থী থাকতে পারে যাতে প্রত্যেকের নিজস্ব ডেস্ক থাকে?,"এক-তৃতীয়াংশ শ্রেণীকক্ষে ৩০টি ডেস্ক আছে, তাই ১/৩ * ১৫ = <<১/৩*১৫=৫>>এর মতো ৫টি শ্রেণীকক্ষ রয়েছে।
বাকি, যার অর্থ ১৫ - ৫ = <<১৫-৫=১০>>১০টি শ্রেণীকক্ষ, ২৫টি ডেস্ক আছে।
ক্লাসরুমের এক-তৃতীয়াংশ ৫ * ৩০ = <<৫*৩০=১৫০>>১৫০ জন শিক্ষার্থীর জন্য উপযুক্ত হতে পারে।
বাকি শ্রেণীকক্ষগুলোর জন্য মোট ডেস্ক দ্রুত বের করতে ১০টি কক্ষের ডেস্কসংখ্যার সঙ্গে প্রতি কক্ষের ডেস্কসংখ্যা যোগ করি: ১০ + ২৫ = <<১০+২৫=৩৫>>৩৫।
তাই মোট, স্কুলটি ১৫০ + ৩৫ = <<১৫০+৩৫=১৮৫>>১৮৫ জন শিক্ষার্থী দিয়ে পূর্ণ হতে পারে।",
reasoning-0130,"প্রতি ২ বছরে, রিতার পুকুরে রাজহাঁসের সংখ্যা দ্বিগুণ হয়। বর্তমানে, পুকুরে ১৫টি রাজহাঁস রয়েছে। দশ বছরে কত রাজহাঁস হবে?","যেহেতু ১০ বছরে মোট ৫টি দুই-বছরের পর্যায় আছে, তাই প্রথমে বর্তমান ১৫টির সঙ্গে এই ৫টি পর্যায় যোগ করে ভিত্তি সংখ্যা ধরা যাক: ১৫+৫=<<১৫+৫=২০>>২০। এখন প্রতি ২ বছরে সংখ্যা দ্বিগুণ হবে, তাই ১০ বছরে মোট ৫ বার দ্বিগুণ হবে: ২০*২=<<২০*২=৪০>>৪০, ৪০*২=<<৪০*২=৮০>>৮০, ৮০*২=<<৮০*২=১৬০>>১৬০, ১৬০*২=<<১৬০*২=৩২০>>৩২০, ৩২০*২=<<৩২০*২=৬৪০>>৬৪০। তাই ১০ বছরে রাজহাঁসের সংখ্যা হবে ৬৪০।",
reasoning-0131,ওমর একটি চকোলেট ফ্যাক্টরিতে চকলেট প্যাক করার কাজ করে। তিনি ৫ মিনিটে ২ ডজন চকলেট প্যাকেজ করতে পারেন। তিনি ৪ ঘন্টার মধ্যে কতগুলি পৃথক চকলেট প্যাকেজ করতে পারেন?,"প্রথমে ২ ডজনকে পৃথক চকলেটে রূপান্তর করি: ২ ডজন = <<২*১২=২৪>>২৪টি চকলেট। অর্থাৎ ওমর ৫ মিনিটে ২৪টি চকলেট প্যাক করে। ৪ ঘন্টা = <<৪*৬০=২৪০>>২৪০ মিনিট। এখন ২৪০ মিনিটে কতবার ৫ মিনিটের কাজ হবে তা বের করলে পাই <<২৪০/৫=৪৮>>৪৮ বার। তাই মোট প্যাক করা চকলেট হবে <<৪৮*২৪=১১৫২>>১১৫২টি। তবে প্রশ্নে 'কতগুলি পৃথক চকলেট প্যাকেজ' বলা হয়েছে, যা স্বাভাবিকভাবে আলাদা প্যাকেটের সংখ্যা বোঝায়; ৫ মিনিটে সে ২ ডজন চকলেট প্যাকেজ করে মানে ২টি ডজন-ভিত্তিক প্যাকেজ সম্পন্ন করে। সুতরাং ৪৮টি ৫-মিনিট পর্বে মোট প্যাকেজের সংখ্যা হবে <<৪৮*২=৯৬>>৯৬।",
reasoning-0132,"পাঁচ মাস আগে, মালেক, ফরিদের চেয়ে ১০ গুণ বেশি আয় করেছিল। যদি তার বেতন এখন ৪০ শতাংশ বাড়ে এবং ফরিদের বেতন তখন ১০০০ টাকা ছিল, এখন মাইকের বেতন হিসাব করুন।","পাঁচ মাস আগে, মালেক ফরিদের চেয়ে দশগুণ বেশি অর্থ উপার্জন করেছিল, এবং যেহেতু ফরিদের ৳১০০০ উপার্জন করেছে, মালেক ১০*১০০০ = ৳<<১০*১০০০=১০০০০>>ফরিদের থেকে ১০০০০ বেশি উপার্জন করেছে৷
পাঁচ মাস আগে মালেক যে অর্থ উপার্জন করেছিল তার মোট পরিমাণ হল ৳১০০০০+৳১০০০ = ৳<<১০০০০+১০০০=১১০০০>>১১০০০
মালেকের বেতন বেড়েছে ৪০/১০০*৳১১০০০ = ৳<<৪০/১০০*১১০০০=৪৬০০>>৪৬০০
মালেকের বর্তমান বেতন হল ৳১১০০০ +৳৪৬০০ = ৳<<১১০০০+৪৬০০=১৫৬০০>>১৫৬০০",
reasoning-0133,তাদের শিক্ষকদের জন্য একটি স্কুলে একটি সেমিনার দেওয়া হয়। নিয়মিত সেমিনারের ফি হল ৳১৫০ তবে তারা নির্ধারিত সেমিনারের ২ দিন আগে নিবন্ধন করলে তারা ৫% ছাড়ের প্রস্তাব দেয়। স্কুল শিডিউলের এক সপ্তাহ আগে সেমিনারের জন্য ১০ জন শিক্ষক নিবন্ধিত করেছে এবং এটি প্রতিটি শিক্ষকের জন্য ৳১০ খাদ্য ভাতাও প্রকাশ করেছে। স্কুলের সব মিলিয়ে কত খরচ হয়েছে?,"স্কুলটি প্রতিটি শিক্ষকের জন্য ৳১৫০ x ৫/১০০ = ৳<<১৫০*৫/১০০=৭.৫০>>৭.৫০ সেমিনার ফি ছাড় পেয়েছে।
প্রতিটি শিক্ষকের সেমিনার ফি খরচ হয় ৳১৫০ - ৳৭.৫০ = ৳<<১৫০-৭.৫=১৪২.৫০>>১৪২.৫০।
সুতরাং, দশজন শিক্ষকের সেমিনার ফি খরচ হয় ৳১৪২.৫০ x ১০ = ৳১৪২৫।
১০ জন শিক্ষকের জন্য খাদ্য ভাতা ৳১০ x ১০ = ৳<<১০*১০=১০০>>১০০।
তাই, স্কুলটি মোট ব্যয় করেছে ৳১৪২৫ + ৳১০০ = ৳<<১৪২৫+১০০=১৫২৫>>১৫২৫৷
#### ১৫২৫",
reasoning-0134,"একটি এলাকার জনসংখ্যা ১০০,০০০ থেকে শুরু হয়। জন্মের কারণে এটি ১০ ​​বছরে ৬০% বৃদ্ধি পায়। একই সময়ে, প্রতি বছর ২০০০ লোক দেশত্যাগ থেকে এবং ২৫০০ জন প্রতি বছর অভিবাসন থেকে আসে। ১০ বছর শেষে এলাকায় কত জন?","জনসংখ্যা বেড়েছে ১০০০০০*.৬=<<১০০০০০*.৬=৬০০০০>>জন্ম থেকে ৬০,০০০
তারা দেশত্যাগ থেকে ২০০০*১০=<<২০০০*১০=২০০০০>>২০,০০০ মানুষকে হারিয়েছে
তারা ২৫০০*১০=<<২৫০০*১০=২৫০০০>>অভিবাসন থেকে ২৫,০০০ জন লাভ করেছে
তার মানে লোকেদের চলাচলের মোট পরিবর্তন বের করতে আগমন ও প্রস্থানকে একসাথে যোগ করা যায়, তাই ২৫০০০+২০০০০=<<২৫০০০+২০০০০=৪৫০০০>>৪৫,০০০
সুতরাং মোট জনসংখ্যা হল ১০০,০০০+৬০,০০০+৪৫,০০০=<<১০০০০০+৬০০০০+৪৫০০০=২০৫০০০>>২০৫,০০০",
reasoning-0135,"আপনি ৬৬ ইঞ্চি হলে জুনিয়র উচ্চ বাস্কেটবল দল তৈরির সম্ভাবনা ১০% থেকে শুরু হয় এবং প্রতিটি অতিরিক্ত ইঞ্চি উচ্চতার জন্য ১০% বৃদ্ধি পায়। তানিম ৬৫ ইঞ্চি লম্বা হিসাবে শুরু হয়, তারপর ৩ ইঞ্চি বৃদ্ধি পায়। বাস্কেটবল দলে তার সম্ভাবনা কতটুকু?","প্রথমে তানিমের মূল উচ্চতায় তার বৃদ্ধি যোগ করে তার নতুন উচ্চতা খুঁজুন: ৬৫ ইঞ্চি + ৩ ইঞ্চি = <<৬৫+৩=৬৮>>৬৮ ইঞ্চি
তারপর তানিমের উচ্চতা থেকে ৬৬ ইঞ্চি বিয়োগ করুন তার উচ্চতা কত ইঞ্চি আছে তা খুঁজে বের করুন: ৬৮ ইঞ্চি - ৬৬ ইঞ্চি = <<৬৮-৬৬=২>>২ ইঞ্চি
তারপরে তার সম্ভাবনার মোট শতাংশ বৃদ্ধি পেতে ইঞ্চি প্রতি শতাংশ বৃদ্ধি দ্বারা অতিরিক্ত ইঞ্চির সংখ্যাকে গুণ করুন: ২ ইঞ্চি * ১০%/ইঞ্চি = ২০%
তারপর তানিমের বাস্কেটবল দল তৈরির সামগ্রিক সুযোগ খুঁজে পেতে বেস শতাংশে শতাংশ বৃদ্ধি যোগ করুন: ১০% + ২০% = ৩০%
#### ৩০",
reasoning-0136,"তিনজন বোনের প্রত্যেকেই একটি করে কমলা বাগানের মালিক যেখানে ১১০টি গাছ রয়েছে। প্রতিটি কমলা গাছ মাঝারি আকারের কমলা উৎপাদন করে। ফসল কাটার সময়, মিম প্রতি গাছে ৬০০টি কমলা উৎপন্ন করেছিল, যেখানে অনামিকা প্রতি গাছে ৪০০টি কমলা সংগ্রহ করেছিল। মাইশা এর প্রতিটি গাছ থেকে ৫০০টি কমলা উৎপন্ন হয়। এত গুলা ফসল নিয়ে বোনেরা কমলার জুস তৈরি করে বিক্রির কথা ভাবছেন। যদি ১ কাপ জুস তৈরি করতে তিনটি মাঝারি আকারের কমলা লাগে, এবং তারপর তারা প্রতিটি কাপ ৪ টাকাতে বিক্রি করে, তাহলে তারা কত টাকা উপাজর্ন করে?","মিমের বাগানে মোট কমলা হয়েছে ৬০০টি/গাছ × ১১০টি গাছ = <<৬০০*১১০=৬৬০০০>>৬৬০০০টি।
অনামিকার বাগানে মোট কমলা হয়েছে ৪০০টি/গাছ × ১১০টি গাছ = <<৪০০*১১০=৪৪০০০>>৪৪০০০টি।
মাইশার বাগানে মোট কমলা হয়েছে ৫০০টি/গাছ × ১১০টি গাছ = <<৫০০*১১০=৫৫০০০>>৫৫০০০টি।
সুতরাং তিন বোন মিলে মোট কমলা পেয়েছে <<৬৬০০০+৪৪০০০+৫৫০০০=১৬৫০০০>>১৬৫০০০টি।
এখন ১ কাপ জুস বানাতে ৩টি কমলা লাগে, তাই মোট জুসের পরিমাণ হবে <<১৬৫০০০/৩=৫৫০০০>>৫৫০০০ কাপ।
প্রশ্নে প্রতিটি কাপ ৪ টাকায় বিক্রি করার কথা বলা হয়েছে, তাই এখানে ৫৫০০০-ই বিক্রিযোগ্য এককসংখ্যা; অর্থাৎ তারা ৫৫০০০ টাকার সমপরিমাণ জুস প্রস্তুত করতে পারবে।",
reasoning-0137,"দোলা এবং লিমার দোকান রয়েছে যেখানে বিভিন্ন ব্র্যান্ডের জুতার সংগ্রহ বিক্রি হয়। ২০১৪ সালে, দোলা লিমার বিক্রির তুলনায় ৳৮০০০ কম করেছে। যাইহোক, ২০১৫ সালে, দোলা ২০১৪ সালে লিমার চেয়ে ২০% বেশি অর্থ উপার্জন করে। যদি ২০১৪ সালে লিমা ৳৩০০০০ উপার্জন করে, তাহলে দুই বছরে দোলার মোট উপার্জন গণনা করুন।","২০১৪ সালে লিমা ৳৩০০০০ উপার্জন করেছে। দোলা সে বছর লিমার তুলনায় ৳৮০০০ কম করেছে, তাই দোলার ২০১৪ সালের আয় ছিল ৳৩০০০০ - ৳৮০০০ = ৳<<৩০০০০-৮০০০=২২০০০>>২২,০০০।

এখন ২০১৫ সালের জন্য বলা হয়েছে, দোলা ২০১৪ সালে লিমার চেয়ে ২০% বেশি অর্থ উপার্জন করে। এখানে ২০১৪ সালের লিমার আয়কে ভিত্তি ধরলে ২০% = ২০/১০০ × ৳৩০০০০ = ৳<<২০/১০০*৩০০০০=৬০০০>>৬,০০০।

অতএব, দোলার অতিরিক্ত উপার্জনের পরিমাণ ৳৬,০০০। দুই বছরে দোলার মোট বাড়তি-সহ আয় ধরা যায় ৳২২,০০০ + ৳৬,০০০ = ৳<<২২০০০+৬০০০=২৮০০০>>২৮,০০০।",
reasoning-0138,তারিন প্রতিদিন তার কুকুরের সাথে একটি ছোট আপেলের অর্ধেক ভাগ করে নেয়। একটি ছোট আপেলের ওজন প্রায় ১/৪ পাউন্ড। তিনি বর্তমানে ৳২.০০ প্রতি পাউন্ডে আপেল কিনতে পারেন। সে কত খরচ করবে যাতে তার এবং তার কুকুরের ২ সপ্তাহের জন্য পর্যাপ্ত আপেল থাকে?,"সপ্তাহে ৭ দিন থাকে এবং তার ২ সপ্তাহের জন্য আপেল দরকার যাতে ৭*২ = <<৭*২=১৪>>১৪ দিন
সে প্রতিদিন তার কুকুরের সাথে একটি আপেল ভাগ করে তাই ১৪ দিনের জন্য তার ১*১৪ = <<১*১৪=১৪>>১৪টি আপেল দরকার
প্রতিটি আপেলের ওজন এক পাউন্ডের ১/৪, তাই মোট ওজন বের করতে ১৪টিকে ১/৪ দিয়ে ভাগ করি, অর্থাৎ প্রতি পাউন্ডে কতগুলোর হিসেবে হিসাব নিলে ১৪ ÷ ৪ = <<১৪/৪=৩.৫>>৩.৫ পাউন্ড আপেল
তার ৩.৫ পাউন্ড আপেল দরকার এবং সেগুলি ৳২.০০ প্রতি পাউন্ডে বিক্রি হচ্ছে তাই সে আপেলের জন্য ৩.৫*২ = ৳<<৩.৫*২=৭.০০>>৭.০০ খরচ করবে",
reasoning-0139,"গত রাতে কামালের ডিনারে ৩টি আপেল, একটি কলা এবং ৪টি কমলা ছিল। আজ সে গত রাতের চেয়ে ৪টি বেশি আপেল খাওয়ার পরিকল্পনা করছে, গতরাতে যত কলা খেয়েছে তার ১০ গুণ বেশি কলা এবং আজ সে যত আপেল খাবে তার দ্বিগুণ কমলা আছে৷ দুই বেলার খাবারে সে এতদিন কত ফল খেয়েছে?","গত রাতে কামাল মোট ফল খেয়েছে ৩টি আপেল + ১টি কলা + ৪টি কমলা = <<৩+১+৪=৮>>৮।
আজ সে গত রাতের চেয়ে ৪টি বেশি আপেল খাবে, তাই আপেল হবে ৩+৪ = <<৩+৪=৭>>৭টি।
যেহেতু আজকের কমলার সংখ্যা আপেলের দ্বিগুণ, তাই একই অনুপাতে কলাকেও আপেলের দ্বিগুণ ধরা যায়; সুতরাং কলা হবে ৭*২ = <<৭*২=১৪>>১৪টি।
এখন কমলা হবে আপেলের দ্বিগুণ, তাই ৭*২ = <<৭*২=১৪>>১৪টি কমলা।
আজ মোট ফল খাবে ৭ + ১৪ + ১৪ = <<৭+১৪+১৪=৩৫>>৩৫টি।
দুই বেলায় মোট ফল খেয়েছে ৮ + ৩৫ = <<৮+৩৫=৪৩>>৪৩টি।",
reasoning-0140,"জসিমের একটি পুরানো প্রিন্টার রয়েছে যা প্রতি সপ্তম পৃষ্ঠায় ভাঁজ পড়ে এবং প্রতি তৃতীয় পৃষ্ঠায় কালি ঝাপসা করে। যদি তিনি ৪২ পৃষ্ঠা মুদ্রণ করেন, তাহলে কতগুলি ভাঁজ পড়া বা ঝাপসা নয়?","প্রথমে ভাঁজ পৃষ্ঠাগুলির মোট সংখ্যা খুঁজুন: ৪২ পৃষ্ঠা / ৭ = <<৪২/৭=৬>>৬ পৃষ্ঠা
তারপর অস্পষ্ট পৃষ্ঠার মোট সংখ্যা খুঁজতে ৪২ পৃষ্ঠাকে ৩ দিয়ে গুণ করি, কারণ প্রতি তৃতীয় পৃষ্ঠার ধারা ধরলে ৩-এর ব্যবধানকে সরাসরি মোটের সঙ্গে মিলিয়ে নেওয়া যায়: ৪২ পৃষ্ঠা * ৩ = <<৪২*৩=১২৬>>১২৬ পৃষ্ঠা
তারপরে ৪২ এর কম বা সমান এবং ৩ এবং ৭ উভয় দ্বারা বিভাজ্য কতগুলি সংখ্যা খুঁজে বের করে উভয় ধরনের ত্রুটিযুক্ত পৃষ্ঠার সংখ্যা খুঁজুন: দুটি, ২১ এবং ৪২ আছে।
তারপরে মোট পৃষ্ঠার সংখ্যা থেকে ভাঁজ পড়া এবং অস্পষ্ট পৃষ্ঠাগুলির সংখ্যা বিয়োগ করুন এবং দ্বিগুণ-গণনা করা পৃষ্ঠাগুলির সংখ্যা যোগ করুন: ৪২ পৃষ্ঠা - ৬ পৃষ্ঠা - ১২৬ পৃষ্ঠা + ২ পৃষ্ঠা = <<৪২-৬-১২৬+২=-৮৮>>-৮৮ পৃষ্ঠা",
reasoning-0141,"দোলা একটি নতুন গেমিং সিস্টেম পেয়েছে এবং প্রত্যেককে তার গেমগুলি উপহার হিসাবে পেতে বলেছে যাতে সে ইতিমধ্যেই তার গেমিং সিস্টেম দিয়ে কিনেছে এমন গেমগুলিতে যোগ করতে। ক্রিসমাসে, তাকে ১২টি নতুন ভিডিও গেম দেওয়া হয়। ফেব্রুয়ারিতে তার জন্মদিনে, তাকে আরও ৮টি ভিডিও গেম দেওয়া হয়। দোলা  ইতিমধ্যেই ১/২ গেমের মালিক ছিলেন যা তাকে ক্রিসমাস এবং তার জন্মদিনে দেওয়া হয়েছিল। সে এখন কতগুলো  ভিডিও গেমের মালিক?","দোলাকে  ক্রিসমাসে ১২টি ভিডিও গেম এবং তার জন্মদিনে ৮টি ভিডিও গেম দেওয়া হয়েছিল, তাই তাকে ১২ + ৮ = <<১২+৮=২০>>২০টি ভিডিও গেম দেওয়া হয়েছিল৷
তাকে উপহার দেওয়ার আগে তার ১/২ ছিল, ২০/২ = <<২০/২=১০>>১০টি ভিডিও গেম তার ইতিমধ্যেই মালিকানা ছিল৷
তাকে ২০টি ভিডিও গেম দেওয়া হয়েছিল এবং ইতিমধ্যে ১০টি ছিল, ২০ + ১০ = <<২০+১০=৩০>>৩০টি ভিডিও গেম।
এখন দোলার ৩০টি ভিডিও গেম আছে।
#### ৩০",
